행정동코드,시도명,시군구명,읍면동명,법정동코드,동리명,생성일자,말소일자
1121586000,서울특별시,광진구,구의제2동,1121510300,구의동,19950301,
1121587000,서울특별시,광진구,구의제3동,1121510300,구의동,19950301,
1123053600,서울특별시,동대문구,용신동,1123010100,신설동,20090504,
1123054500,서울특별시,동대문구,제기동,1123010300,제기동,20090504,
1123056000,서울특별시,동대문구,전농제1동,1123010400,전농동,20090504,
1123057000,서울특별시,동대문구,전농제2동,1123010400,전농동,20090504,
1123060000,서울특별시,동대문구,답십리제1동,1123010500,답십리동,20090504,
1123061000,서울특별시,동대문구,답십리제2동,1123010500,답십리동,20090504,
1123065000,서울특별시,동대문구,장안제1동,1123010600,장안동,20090504,
1123066000,서울특별시,동대문구,장안제2동,1123010600,장안동,20090504,
1123070500,서울특별시,동대문구,청량리동,1123010700,청량리동,20080811,
1123071000,서울특별시,동대문구,회기동,1123010800,회기동,19880423,
1123072000,서울특별시,동대문구,휘경제1동,1123010900,휘경동,19880423,
1123073000,서울특별시,동대문구,휘경제2동,1123010900,휘경동,19880423,
1123074000,서울특별시,동대문구,이문제1동,1123011000,이문동,20090504,
1123075000,서울특별시,동대문구,이문제2동,1123011000,이문동,20090504,
1126052000,서울특별시,중랑구,면목제2동,1126010100,면목동,19880423,
1126054000,서울특별시,중랑구,면목제4동,1126010100,면목동,19880423,
1126055000,서울특별시,중랑구,면목제5동,1126010100,면목동,19880423,
1126056500,서울특별시,중랑구,면목본동,1126010100,면목동,20080101,
1126057000,서울특별시,중랑구,면목제7동,1126010100,면목동,19880423,
1126057500,서울특별시,중랑구,면목제3.8동,1126010100,면목동,20080101,
1126058000,서울특별시,중랑구,상봉제1동,1126010200,상봉동,19880423,
1126059000,서울특별시,중랑구,상봉제2동,1126010200,상봉동,19880423,
1126060000,서울특별시,중랑구,중화제1동,1126010300,중화동,19880423,
1126061000,서울특별시,중랑구,중화제2동,1126010300,중화동,19880423,
1126062000,서울특별시,중랑구,묵제1동,1126010400,묵동,19880423,
1126063000,서울특별시,중랑구,묵제2동,1126010400,묵동,19880423,
1126065500,서울특별시,중랑구,망우본동,1126010500,망우동,20080101,
1126066000,서울특별시,중랑구,망우제3동,1126010500,망우동,19880423,
1126068000,서울특별시,중랑구,신내1동,1126010600,신내동,19960301,
1126069000,서울특별시,중랑구,신내2동,1126010600,신내동,19960301,
1129052500,서울특별시,성북구,성북동,1129010100,성북동,20071230,
1129055500,서울특별시,성북구,삼선동,1129010300,돈암동,20071230,
1129057500,서울특별시,성북구,동선동,1129010300,돈암동,20071230,
1129058000,서울특별시,성북구,돈암제1동,1129010300,돈암동,19880423,
1129059000,서울특별시,성북구,돈암제2동,1129010300,돈암동,19880423,
1129060000,서울특별시,성북구,안암동,1129012100,안암동1가,19880423,
1129061000,서울특별시,성북구,보문동,1129012600,보문동4가,19880423,
1129062000,서울특별시,성북구,정릉제1동,1129010300,돈암동,20210315,
1129063000,서울특별시,성북구,정릉제2동,1129010300,돈암동,20040204,
1129064000,서울특별시,성북구,정릉제3동,1129013300,정릉동,19880423,
1129065000,서울특별시,성북구,정릉제4동,1129013300,정릉동,19880423,
1129066000,서울특별시,성북구,길음제1동,1129013400,길음동,19880423,
1129068500,서울특별시,성북구,길음제2동,1129013400,길음동,20071230,
1129070500,서울특별시,성북구,종암동,1129013500,종암동,20071230,
1129071500,서울특별시,성북구,월곡제1동,1129013600,하월곡동,19890427,
1129072500,서울특별시,성북구,월곡제2동,1129013600,하월곡동,19890427,
1129076000,서울특별시,성북구,장위제1동,1129013800,장위동,19880423,
1129077000,서울특별시,성북구,장위제2동,1129013800,장위동,19880423,
1129078000,서울특별시,성북구,장위제3동,1129013800,장위동,19880423,
1129081000,서울특별시,성북구,석관동,1129013900,석관동,20071230,
1130553400,서울특별시,강북구,삼양동,1130510100,미아동,20080630,
1130553500,서울특별시,강북구,미아동,1130510100,미아동,20080630,
1130554500,서울특별시,강북구,송중동,1130510100,미아동,20080630,
1130555500,서울특별시,강북구,송천동,1130510100,미아동,20080630,
1130557500,서울특별시,강북구,삼각산동,1130510100,미아동,20080630,
1130559500,서울특별시,강북구,번1동,1130510200,번동,20190101,
1130560300,서울특별시,강북구,번2동,1130510200,번동,20190101,
1130560800,서울특별시,강북구,번3동,1130510200,번동,20190101,
1130561500,서울특별시,강북구,수유1동,1130510300,수유동,20190101,
1130562500,서울특별시,강북구,수유2동,1130510300,수유동,20190101,
1130563500,서울특별시,강북구,수유3동,1130510300,수유동,20190101,
1130564500,서울특별시,강북구,우이동,1130510300,수유동,20080630,
1130566000,서울특별시,강북구,인수동,1130510300,수유동,20080630,
1132051100,서울특별시,도봉구,창제1동,1132010700,창동,19890101,
1132051200,서울특별시,도봉구,창제2동,1132010700,창동,19890101,
1132051300,서울특별시,도봉구,창제3동,1132010700,창동,19890101,
1132051400,서울특별시,도봉구,창제4동,1132010700,창동,19890101,
1132051500,서울특별시,도봉구,창제5동,1132010700,창동,19910907,
1132052100,서울특별시,도봉구,도봉제1동,1132010800,도봉동,19890101,
1132052200,서울특별시,도봉구,도봉제2동,1132010800,도봉동,19890101,
1132066000,서울특별시,도봉구,쌍문제1동,1132010500,쌍문동,19880423,
1132067000,서울특별시,도봉구,쌍문제2동,1132010500,쌍문동,19880423,
1132068000,서울특별시,도봉구,쌍문제3동,1132010500,쌍문동,19880423,
1132068100,서울특별시,도봉구,쌍문제4동,1132010500,쌍문동,19910907,
1132069000,서울특별시,도봉구,방학제1동,1132010600,방학동,19880423,
1132070000,서울특별시,도봉구,방학제2동,1132010600,방학동,19880423,
1132071000,서울특별시,도봉구,방학제3동,1132010600,방학동,19880701,
1135056000,서울특별시,노원구,월계1동,1135010200,월계동,19880423,
1135057000,서울특별시,노원구,월계2동,1135010200,월계동,19880423,
1135058000,서울특별시,노원구,월계3동,1135010200,월계동,19880501,
1135059500,서울특별시,노원구,공릉1동,1135010300,공릉동,20110623,
1135060000,서울특별시,노원구,공릉2동,1135010300,공릉동,19880423,
1135061100,서울특별시,노원구,하계1동,1135010400,하계동,19890901,
1135061200,서울특별시,노원구,하계2동,1135010400,하계동,19890901,
1135061900,서울특별시,노원구,중계본동,1135010600,중계동,19920701,
1135062100,서울특별시,노원구,중계1동,1135010600,중계동,19890901,
1135062400,서울특별시,노원구,중계4동,1135010500,상계동,19920701,
1135062500,서울특별시,노원구,중계2.3동,1135010600,중계동,20090101,
1135063000,서울특별시,노원구,상계1동,1135010500,상계동,19880514,
1135064000,서울특별시,노원구,상계2동,1135010500,상계동,19880423,
1135066500,서울특별시,노원구,상계3.4동,1135010500,상계동,20080101,
1135067000,서울특별시,노원구,상계5동,1135010500,상계동,19880423,
1135069500,서울특별시,노원구,상계6.7동,1135010500,상계동,20080101,
1135070000,서울특별시,노원구,상계8동,1135010500,상계동,19890601,
1135071000,서울특별시,노원구,상계9동,1135010500,상계동,19890901,
1135072000,서울특별시,노원구,상계10동,1135010500,상계동,19890901,
1138051000,서울특별시,은평구,녹번동,1138010200,녹번동,19880423,
1138052000,서울특별시,은평구,불광제1동,1138010300,불광동,19880423,
1138053000,서울특별시,은평구,불광제2동,1138010300,불광동,19880423,
1138055100,서울특별시,은평구,갈현제1동,1138010400,갈현동,19890601,
1138055200,서울특별시,은평구,갈현제2동,1138010400,갈현동,19890601,
1138056000,서울특별시,은평구,구산동,1138010500,구산동,19880423,
1138057000,서울특별시,은평구,대조동,1138010600,대조동,19880423,
1138058000,서울특별시,은평구,응암제1동,1138010700,응암동,19880423,
1138059000,서울특별시,은평구,응암제2동,1138010700,응암동,19880423,
1138060000,서울특별시,은평구,응암제3동,1138010700,응암동,19880423,
1138062500,서울특별시,은평구,역촌동,1138010800,역촌동,20080602,
1138063100,서울특별시,은평구,신사제1동,1138010900,신사동,19890901,
1138063200,서울특별시,은평구,신사제2동,1138010900,신사동,19890901,
1138064000,서울특별시,은평구,증산동,1138011000,증산동,19880423,
1138065000,서울특별시,은평구,수색동,1138010100,수색동,19880423,
1138069000,서울특별시,은평구,진관동,1138011400,진관동,20070813,
1141052000,서울특별시,서대문구,천연동,1141010500,냉천동,19880423,
1141055500,서울특별시,서대문구,북아현동,1141011000,북아현동,20080506,
1141056500,서울특별시,서대문구,충현동,1141010100,충정로2가,20080506,
1141058500,서울특별시,서대문구,신촌동,1141011200,대현동,20080506,
1141061500,서울특별시,서대문구,연희동,1141011700,연희동,20080506,
1141062000,서울특별시,서대문구,홍제제1동,1141011100,홍제동,19880423,
1141064000,서울특별시,서대문구,홍제제3동,1141011100,홍제동,19880423,
1141065500,서울특별시,서대문구,홍제제2동,1141011100,홍제동,20080506,
1141066000,서울특별시,서대문구,홍은제1동,1141011800,홍은동,19880423,
1141068500,서울특별시,서대문구,홍은제2동,1141011800,홍은동,20080506,
1141069000,서울특별시,서대문구,남가좌제1동,1141012000,남가좌동,19880423,
1141070000,서울특별시,서대문구,남가좌제2동,1141012000,남가좌동,19880423,
1141071000,서울특별시,서대문구,북가좌제1동,1141011900,북가좌동,19880423,
1141072000,서울특별시,서대문구,북가좌제2동,1141011900,북가좌동,19880423,
1144055500,서울특별시,마포구,아현동,1144010100,아현동,20080107,
1144056500,서울특별시,마포구,공덕동,1144010100,아현동,20080107,
1144058500,서울특별시,마포구,도화동,1144010400,도화동,20070101,
1144059000,서울특별시,마포구,용강동,1144010400,도화동,20070101,
1144060000,서울특별시,마포구,대흥동,1144010800,대흥동,19880423,
1144061000,서울특별시,마포구,염리동,1144010200,공덕동,20150723,
1144063000,서울특별시,마포구,신수동,1144010800,대흥동,20070101,
1144065500,서울특별시,마포구,서강동,1144011400,창전동,20070101,
1144066000,서울특별시,마포구,서교동,1144011000,노고산동,20080107,
1144068000,서울특별시,마포구,합정동,1144012200,합정동,19880423,
1144069000,서울특별시,마포구,망원제1동,1144012300,망원동,19880423,
1144070000,서울특별시,마포구,망원제2동,1144012300,망원동,19880423,
1144071000,서울특별시,마포구,연남동,1144012400,연남동,19880423,
1144072000,서울특별시,마포구,성산제1동,1144012500,성산동,19880423,
1144073000,서울특별시,마포구,성산제2동,1144012500,성산동,19880423,
1144074000,서울특별시,마포구,상암동,1144012700,상암동,19880423,
1147051000,서울특별시,양천구,목1동,1147010200,목동,19880423,
1147052000,서울특별시,양천구,목2동,1147010200,목동,19880423,
1147053000,서울특별시,양천구,목3동,1147010200,목동,19880423,
1147054000,서울특별시,양천구,목4동,1147010200,목동,19880423,
1147055000,서울특별시,양천구,목5동,1147010200,목동,19880701,
1147056000,서울특별시,양천구,신월1동,1147010300,신월동,19880423,
1147057000,서울특별시,양천구,신월2동,1147010300,신월동,19880423,
1147058000,서울특별시,양천구,신월3동,1147010300,신월동,19880423,
1147059000,서울특별시,양천구,신월4동,1147010300,신월동,19880423,
1147060000,서울특별시,양천구,신월5동,1147010300,신월동,19880423,
1147061000,서울특별시,양천구,신월6동,1147010300,신월동,19880423,
1147061100,서울특별시,양천구,신월7동,1147010300,신월동,19890601,
1147062000,서울특별시,양천구,신정1동,1147010100,신정동,19880423,
1147063000,서울특별시,양천구,신정2동,1147010100,신정동,19880423,
1147064000,서울특별시,양천구,신정3동,1147010100,신정동,19880423,
1147065000,서울특별시,양천구,신정4동,1147010100,신정동,19880423,
1147067000,서울특별시,양천구,신정6동,1147010100,신정동,19880701,
1147068000,서울특별시,양천구,신정7동,1147010100,신정동,19890901,
1150051000,서울특별시,강서구,염창동,1150010100,염창동,19880423,
1150052000,서울특별시,강서구,등촌제1동,1150010200,등촌동,19880423,
1150053000,서울특별시,강서구,등촌제2동,1150010200,등촌동,19880423,
1150053500,서울특별시,강서구,등촌제3동,1150010200,등촌동,19951201,
1150054000,서울특별시,강서구,화곡제1동,1150010300,화곡동,19880423,
1150055000,서울특별시,강서구,화곡제2동,1150010300,화곡동,19880423,
1150056000,서울특별시,강서구,화곡제3동,1150010300,화곡동,19880423,
1150057000,서울특별시,강서구,화곡제4동,1150010300,화곡동,19880423,
1150059000,서울특별시,강서구,화곡본동,1150010300,화곡동,19880423,
1150059100,서울특별시,강서구,화곡제6동,1150010300,화곡동,19910907,
1150059300,서울특별시,강서구,화곡제8동,1150010300,화곡동,19910907,
1150060300,서울특별시,강서구,가양제1동,1150010400,가양동,19930401,
1150060400,서울특별시,강서구,가양제2동,1150010400,가양동,19930401,
1150060500,서울특별시,강서구,가양제3동,1150010400,가양동,19930401,
1150061100,서울특별시,강서구,발산제1동,1150010500,마곡동,20140514,
1150061500,서울특별시,강서구,우장산동,1150010300,화곡동,20080825,
1150062000,서울특별시,강서구,공항동,1150010500,마곡동,20140514,
1150063000,서울특별시,강서구,방화제1동,1150010500,마곡동,20140514,
1150064000,서울특별시,강서구,방화제2동,1150010900,방화동,19880423,
1150064100,서울특별시,강서구,방화제3동,1150010900,방화동,19941101,
1153051000,서울특별시,구로구,신도림동,1153010100,신도림동,19880423,
1153052000,서울특별시,구로구,구로제1동,1153010200,구로동,19880423,
1153053000,서울특별시,구로구,구로제2동,1153010200,구로동,19880423,
1153054000,서울특별시,구로구,구로제3동,1153010200,구로동,19880423,
1153055000,서울특별시,구로구,구로제4동,1153010200,구로동,19880423,
1153056000,서울특별시,구로구,구로제5동,1153010200,구로동,19880423,
1153059500,서울특별시,구로구,가리봉동,1153010300,가리봉동,20080501,
1153072000,서울특별시,구로구,고척제1동,1153010600,고척동,19880423,
1153073000,서울특별시,구로구,고척제2동,1153010600,고척동,19880423,
1153074000,서울특별시,구로구,개봉제1동,1153010700,개봉동,19880423,
1153075000,서울특별시,구로구,개봉제2동,1153010700,개봉동,19880423,
1153076000,서울특별시,구로구,개봉제3동,1153010700,개봉동,19880423,
1153077000,서울특별시,구로구,오류제1동,1153010800,오류동,19880423,
1153078000,서울특별시,구로구,오류제2동,1153010800,오류동,19880423,
1153079000,서울특별시,구로구,수궁동,1153010900,궁동,19880701,
1153080000,서울특별시,구로구,항동,1153011200,항동,20200101,
1154551000,서울특별시,금천구,가산동,1154510100,가산동,19950301,
1154561000,서울특별시,금천구,독산제1동,1154510200,독산동,19950301,
1154562000,서울특별시,금천구,독산제2동,1154510200,독산동,19950301,
1154563000,서울특별시,금천구,독산제3동,1154510200,독산동,19950301,
1154564000,서울특별시,금천구,독산제4동,1154510200,독산동,19950301,
1154567000,서울특별시,금천구,시흥제1동,1154510300,시흥동,19950301,
1154568000,서울특별시,금천구,시흥제2동,1154510300,시흥동,19950301,
1154569000,서울특별시,금천구,시흥제3동,1154510300,시흥동,19950301,
1154570000,서울특별시,금천구,시흥제4동,1154510300,시흥동,19950301,
1154571000,서울특별시,금천구,시흥제5동,1154510300,시흥동,19950301,
1156051500,서울특별시,영등포구,영등포본동,1156010100,영등포동,20080901,
1156053500,서울특별시,영등포구,영등포동,1156010100,영등포동,20080901,
1156054000,서울특별시,영등포구,여의동,1156011000,여의도동,19880423,
1156055000,서울특별시,영등포구,당산제1동,1156011100,당산동1가,19880423,
1156056000,서울특별시,영등포구,당산제2동,1156011400,당산동4가,19880423,
1156058500,서울특별시,영등포구,도림동,1156011800,도림동,20080901,
1156060500,서울특별시,영등포구,문래동,1156011900,문래동1가,20080901,
1156061000,서울특별시,영등포구,양평제1동,1156012500,양평동1가,19880423,
1156062000,서울특별시,영등포구,양평제2동,1156012700,양평동3가,19880423,
1156063000,서울특별시,영등포구,신길제1동,1156013200,신길동,19880423,
1156065000,서울특별시,영등포구,신길제3동,1156013200,신길동,19880423,
1156066000,서울특별시,영등포구,신길제4동,1156013200,신길동,19880423,
1156067000,서울특별시,영등포구,신길제5동,1156013200,신길동,19880423,
1156068000,서울특별시,영등포구,신길제6동,1156013200,신길동,19880423,
1156069000,서울특별시,영등포구,신길제7동,1156013200,신길동,19880423,
1156070000,서울특별시,영등포구,대림제1동,1156013300,대림동,19880423,
1156071000,서울특별시,영등포구,대림제2동,1156013300,대림동,19880423,
1156072000,서울특별시,영등포구,대림제3동,1156013300,대림동,19880423,
1159051000,서울특별시,동작구,노량진제1동,1159010100,노량진동,19880423,
1159052000,서울특별시,동작구,노량진제2동,1159010100,노량진동,19880423,
1159053000,서울특별시,동작구,상도제1동,1159010200,상도동,19880423,
1159054000,서울특별시,동작구,상도제2동,1159010200,상도동,19880423,
1159055000,서울특별시,동작구,상도제3동,1159010200,상도동,19880423,
1159056000,서울특별시,동작구,상도제4동,1159010200,상도동,19880423,
1159060500,서울특별시,동작구,흑석동,1159010500,흑석동,20080201,
1159062000,서울특별시,동작구,사당제1동,1159010700,사당동,19880423,
1159063000,서울특별시,동작구,사당제2동,1159010600,동작동,20080901,
1159064000,서울특별시,동작구,사당제3동,1159010700,사당동,19880423,
1159065000,서울특별시,동작구,사당제4동,1159010700,사당동,19880423,
1159065100,서울특별시,동작구,사당제5동,1159010700,사당동,19920701,
1159066000,서울특별시,동작구,대방동,1159010800,대방동,19880423,
1159067000,서울특별시,동작구,신대방제1동,1159010900,신대방동,19880423,
1159068000,서울특별시,동작구,신대방제2동,1159010900,신대방동,19880423,
1162052500,서울특별시,관악구,보라매동,1162010100,봉천동,20080901,
1162054500,서울특별시,관악구,청림동,1162010100,봉천동,20080901,
1162056500,서울특별시,관악구,성현동,1162010100,봉천동,20080901,
1162057500,서울특별시,관악구,행운동,1162010100,봉천동,20080901,
1162058500,서울특별시,관악구,낙성대동,1162010100,봉천동,20080901,
1162059500,서울특별시,관악구,청룡동,1162010100,봉천동,20080901,
1162060500,서울특별시,관악구,은천동,1162010100,봉천동,20080901,
1162061500,서울특별시,관악구,중앙동,1162010100,봉천동,20080901,
1162062500,서울특별시,관악구,인헌동,1162010100,봉천동,20080901,
1162063000,서울특별시,관악구,남현동,1162010300,남현동,19880423,
1162064500,서울특별시,관악구,서원동,1162010200,신림동,20080901,
1162065500,서울특별시,관악구,신원동,1162010200,신림동,20080901,
1162066500,서울특별시,관악구,서림동,1162010200,신림동,20080901,
1162068500,서울특별시,관악구,신사동,1162010200,신림동,20080901,
1162069500,서울특별시,관악구,신림동,1162010200,신림동,20080901,
1162071500,서울특별시,관악구,난향동,1162010200,신림동,20080901,
1162072500,서울특별시,관악구,조원동,1162010200,신림동,20080901,
1162073500,서울특별시,관악구,대학동,1162010200,신림동,20080901,
1162074500,서울특별시,관악구,삼성동,1162010200,신림동,20080901,
1162076500,서울특별시,관악구,미성동,1162010200,신림동,20080901,
1162077500,서울특별시,관악구,난곡동,1162010200,신림동,20080901,
1165051000,서울특별시,서초구,서초1동,1165010800,서초동,19880423,
1165052000,서울특별시,서초구,서초2동,1165010800,서초동,19880423,
1165053000,서울특별시,서초구,서초3동,1165010100,방배동,19890427,
1165053100,서울특별시,서초구,서초4동,1165010800,서초동,19910907,
1165054000,서울특별시,서초구,잠원동,1165010600,잠원동,19880423,
1165055000,서울특별시,서초구,반포본동,1165010700,반포동,19880423,
1165056000,서울특별시,서초구,반포1동,1165010700,반포동,19880423,
1165057000,서울특별시,서초구,반포2동,1165010700,반포동,19880423,
1165058000,서울특별시,서초구,반포3동,1165010600,잠원동,19880423,
1165058100,서울특별시,서초구,반포4동,1165010700,반포동,19890901,
1165059000,서울특별시,서초구,방배본동,1165010100,방배동,19880423,
1165060000,서울특별시,서초구,방배1동,1165010100,방배동,19880423,
1165061000,서울특별시,서초구,방배2동,1165010100,방배동,19880423,
1165062000,서울특별시,서초구,방배3동,1165010100,방배동,19880423,
1165062100,서울특별시,서초구,방배4동,1165010100,방배동,19910907,
1165065100,서울특별시,서초구,양재1동,1165010200,양재동,19920701,
1165065200,서울특별시,서초구,양재2동,1165010200,양재동,19920701,
1165066000,서울특별시,서초구,내곡동,1165010900,내곡동,19880423,
1168052100,서울특별시,강남구,논현1동,1168010800,논현동,19921001,
1168053100,서울특별시,강남구,논현2동,1168010800,논현동,19921001,
1168054500,서울특별시,강남구,압구정동,1168010700,신사동,20090301,
1168056500,서울특별시,강남구,청담동,1168010400,청담동,20090301,
1168058000,서울특별시,강남구,삼성1동,1168010500,삼성동,19880423,
1168059000,서울특별시,강남구,삼성2동,1168010500,삼성동,19880423,
1168060000,서울특별시,강남구,대치1동,1168010600,대치동,19880423,
1168061000,서울특별시,강남구,대치2동,1168010600,대치동,19880423,
1168063000,서울특별시,강남구,대치4동,1168010600,대치동,19880701,
1168064000,서울특별시,강남구,역삼1동,1168010100,역삼동,19880423,
1168065000,서울특별시,강남구,역삼2동,1168010100,역삼동,19880423,
1168065500,서울특별시,강남구,도곡1동,1168011800,도곡동,19890101,
1168065600,서울특별시,강남구,도곡2동,1168011800,도곡동,19890101,
1168066000,서울특별시,강남구,개포1동,1168010300,개포동,19880423,
1168067000,서울특별시,강남구,개포2동,1168010300,개포동,19880423,
1168067500,서울특별시,강남구,개포3동,1168010300,개포동,20221223,
1168069000,서울특별시,강남구,개포4동,1168010300,개포동,19880701,
1168070000,서울특별시,강남구,세곡동,1168011100,세곡동,19880423,
1168072000,서울특별시,강남구,일원본동,1168011400,일원동,19921001,
1168073000,서울특별시,강남구,일원1동,1168011400,일원동,19921001,
1168075000,서울특별시,강남구,수서동,1168011500,수서동,19921001,
1171051000,서울특별시,송파구,풍납1동,1171010300,풍납동,19880423,
1171052000,서울특별시,송파구,풍납2동,1171010300,풍납동,19880423,
1171053100,서울특별시,송파구,거여1동,1171011300,거여동,19920701,
1171053200,서울특별시,송파구,거여2동,1171011300,거여동,19920701,
1171054000,서울특별시,송파구,마천1동,1171011400,마천동,19880423,
1171055000,서울특별시,송파구,마천2동,1171011400,마천동,19880423,
1171056100,서울특별시,송파구,방이1동,1171011100,방이동,19920701,
1171056200,서울특별시,송파구,방이2동,1171011100,방이동,19920701,
1171056600,서울특별시,송파구,오륜동,1171011100,방이동,19890601,
1171057000,서울특별시,송파구,오금동,1171011200,오금동,19880423,
1171058000,서울특별시,송파구,송파1동,1171010400,송파동,19880423,
1171059000,서울특별시,송파구,송파2동,1171010400,송파동,19880423,
1171060000,서울특별시,송파구,석촌동,1171010500,석촌동,19880423,
1171061000,서울특별시,송파구,삼전동,1171010600,삼전동,19880701,
1171062000,서울특별시,송파구,가락본동,1171010700,가락동,19880701,
1171063100,서울특별시,송파구,가락1동,1171010700,가락동,19890601,
1171063200,서울특별시,송파구,가락2동,1171010700,가락동,19890601,
